POSTNR	POSTSTAD	POSTNR- OG STAD	BRUKSOMRÅDE	FOLKETAL	BYDEL	KOMMNR	KOMMUNE	FYLKE	LAT	LON	DATAKVALITET	DATAKVALITETSFORKLARING	SIST OPPDATERT
5448	RUBBESTADNESET (ikkje i bruk)	5448 RUBBESTADNESET (ikkje i bruk)	Usikker			4613	Bømlo	Vestland	59.8147	5.2634	6	Usikker plassering	2020-02-19 01:28:57
5449	Bømlo	5449 BØMLO	Postboksar			4613	Bømlo	Vestland	59.60450	5.23904	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:05
5450	Sunde i Sunnhordland	5450 SUNDE I SUNNHORDLAND	Gate-/veg-adresse	1520		4617	Kvinnherad	Vestland	59.8362	5.7285	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5451	Valen	5451 VALEN	Gateadresser og postboksar	943		4617	Kvinnherad	Vestland	59.832	5.7839	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:13
5452	Sandvoll	5452 SANDVOLL	Gate-/veg-adresse	443		4617	Kvinnherad	Vestland	59.8016	5.8255	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:20
5453	Utåker	5453 UTÅKER	Gate-/veg-adresse	189		4617	Kvinnherad	Vestland	59.7858	5.9017	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5454	Sæbøvik	5454 SÆBØVIK	Gate-/veg-adresse	779		4617	Kvinnherad	Vestland	59.7941	5.7097	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5455	Halsnøy kloster	5455 HALSNØY KLOSTER	Gate-/veg-adresse	680		4617	Kvinnherad	Vestland	59.7976	5.6544	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5457	Høylandsbygd	5457 HØYLANDSBYGD	Gate-/veg-adresse	364		4617	Kvinnherad	Vestland	59.784	5.8038	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5458	Arnavik	5458 ARNAVIK	Gate-/veg-adresse	88		4617	Kvinnherad	Vestland	59.758	5.7483	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5459	Fjelberg	5459 FJELBERG	Gate-/veg-adresse	110		4617	Kvinnherad	Vestland	59.7385	5.7069	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5460	Husnes	5460 HUSNES	Gate-/veg-adresse	2431		4617	Kvinnherad	Vestland	59.8638	5.7453	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5462	Herøysundet	5462 HERØYSUNDET	Gate-/veg-adresse	585		4617	Kvinnherad	Vestland	59.9192	5.7919	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5463	Uskedalen	5463 USKEDALEN	Gate-/veg-adresse	1039		4617	Kvinnherad	Vestland	59.9344	5.8663	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5464	Dimmelsvik	5464 DIMMELSVIK	Gate-/veg-adresse	696		4617	Kvinnherad	Vestland	59.9524	5.9785	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:20
5465	Uskedalen	5465 USKEDALEN	Postboksar			4617	Kvinnherad	Vestland	59.93122	5.86020	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5468	Åkra (ikkje i bruk)	5468 ÅKRA (ikkje i bruk)	Historisk			4617	Kvinnherad	Vestland	59.7901	6.1023	6	Usikker plassering	2020-02-19 01:28:57
5470	Rosendal	5470 ROSENDAL	Gate-/veg-adresse	1094		4617	Kvinnherad	Vestland	59.9859	6.0116	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5472	Seimsfoss	5472 SEIMSFOSS	Gate-/veg-adresse	379		4617	Kvinnherad	Vestland	59.9647	5.9963	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5473	Snilstveitøy	5473 SNILSTVEITØY	Gate-/veg-adresse	15		4617	Kvinnherad	Vestland	59.9815	5.9554	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:20
5474	Løfallstrand	5474 LØFALLSTRAND	Gate-/veg-adresse	180		4617	Kvinnherad	Vestland	60.0151	5.9993	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5475	Ænes	5475 ÆNES	Gate-/veg-adresse	90		4617	Kvinnherad	Vestland	60.0925	6.1133	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5476	Mauranger	5476 MAURANGER	Gate-/veg-adresse	147		4617	Kvinnherad	Vestland	60.1172	6.2661	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5480	Husnes	5480 HUSNES	Postboksar			4617	Kvinnherad	Vestland	59.86214	5.75576	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5484	Sæbøvik	5484 SÆBØVIK	Postboksar			4617	Kvinnherad	Vestland	59.79491	5.71201	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5486	Rosendal	5486 ROSENDAL	Postboksar			4617	Kvinnherad	Vestland	59.98643	6.00991	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5487	Møkster (ikkje i bruk)	5487 MØKSTER (ikkje i bruk)	Historisk			4625	Austevoll	Vestland	60.06049	5.09579	6	Usikker plassering	2020-02-19 01:28:57
5490	Storebø (ikkje i bruk)	5490 STOREBØ (ikkje i bruk)	Historisk			4625	Austevoll	Vestland	60.0949	5.227	6	Usikker plassering	2020-02-19 01:28:57
5493	Kolbeinsvik (ikkje i bruk)	5493 KOLBEINSVIK (ikkje i bruk)	Historisk			4625	Austevoll	Vestland	60.0412	5.2025	6	Usikker plassering	2020-02-19 01:28:57
5495	Torangsvåg (ikkje i bruk)	5495 TORANGSVÅG (ikkje i bruk)	Historisk			4625	Austevoll	Vestland	60.1139	5.1541	6	Usikker plassering	2020-02-19 01:28:57
5497	Huglo (ikkje i bruk)	5497 HUGLO (ikkje i bruk)	Gate-/veg-adresse	0		4614	Stord	Vestland	59.8484	5.5759	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:28:57
5498	Matre	5498 MATRE	Gate-/veg-adresse	124		4617	Kvinnherad	Vestland	59.8587	5.9935	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5499	Åkra	5499 ÅKRA	Gate-/veg-adresse	193		4617	Kvinnherad	Vestland	59.7901	6.1023	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5500	Haugesund (ikkje i bruk)	5500 HAUGESUND (ikkje i bruk)	Historisk			1106	Haugesund	Rogaland	59.41378	5.26800	6	Usikker plassering	2018-10-04 01:02:51
5501	Haugesund	5501 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.41439	5.26919	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:46
5502	Haugesund	5502 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.4144	5.2692	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5503	Haugesund	5503 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.4144	5.2692	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
5504	Haugesund	5504 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.3970	5.3268	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5505	Haugesund	5505 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.39513	5.33397	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5506	Haugesund	5506 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.40204	5.29061	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:16
5507	Haugesund	5507 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.42705	5.26364	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5508	Karmsund	5508 KARMSUND	Postboksar	0		1149	Karmøy	Rogaland	59.37811	5.30848	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5509	Haugesund	5509 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.4138	5.268	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
5510	Vormedal (ikkje i bruk)	5510 VORMEDAL (ikkje i bruk)	Historisk			1149	Karmøy	Rogaland	59.35495	5.32413	6	Usikker plassering	2018-10-04 02:10:27
5511	Haugesund	5511 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.41021	5.31910	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5512	Haugesund	5512 HAUGESUND	Postboksar			1106	Haugesund	Rogaland	59.41733	5.29579	1	Koordinatane gjeld postkontoret	2018-10-03 20:24:05
5513	HAUGESUND (ikkje i bruk)	5513 HAUGESUND (ikkje i bruk)	Usikker			1106	Haugesund	Rogaland	59.41439	5.26919	6	Usikker plassering	2018-10-03 21:28:43
5514	Haugesund	5514 HAUGESUND	Gate-/veg-adresse	971		1106	Haugesund	Rogaland	59.4626	5.2772	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:38:29
5515	Haugesund	5515 HAUGESUND	Gate-/veg-adresse	2134		1106	Haugesund	Rogaland	59.4315	5.2564	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:40:01
5516	Haugesund	5516 HAUGESUND	Gate-/veg-adresse	2076		1106	Haugesund	Rogaland	59.4375	5.2715	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:38:58
5517	Haugesund	5517 HAUGESUND	Gate-/veg-adresse	2169		1106	Haugesund	Rogaland	59.44	5.2847	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:41:04
5518	Haugesund	5518 HAUGESUND	Gate-/veg-adresse	2540		1106	Haugesund	Rogaland	59.4309	5.2773	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:24
5519	Haugesund	5519 HAUGESUND	Gate-/veg-adresse	1830		1106	Haugesund	Rogaland	59.4222	5.2888	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:45:09
5520	Sveio (ikkje i bruk)	5520 SVEIO (ikkje i bruk)	Historisk			4612	Sveio	Vestland	59.5419	5.3518	6	Usikker plassering	2020-02-19 01:28:57
5521	Haugesund	5521 HAUGESUND	Gate-/veg-adresse	1947		1106	Haugesund	Rogaland	59.4154	5.2865	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:09
5522	Haugesund	5522 HAUGESUND	Gate-/veg-adresse	1988		1106	Haugesund	Rogaland	59.4177	5.2763	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:44:56
5523	Haugesund	5523 HAUGESUND	Gate-/veg-adresse	1966		1106	Haugesund	Rogaland	59.4185	5.2602	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:43:33
5525	Haugesund	5525 HAUGESUND	Gate-/veg-adresse	1202		1106	Haugesund	Rogaland	59.4161	5.268	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:07
5526	Auklandshamn (ikkje i bruk)	5526 AUKLANDSHAMN (ikkje i bruk)	Historisk			4612	Sveio	Vestland	59.6347	5.3804	6	Usikker plassering	2020-02-19 01:28:57
5527	Haugesund	5527 HAUGESUND	Gate-/veg-adresse	1124		1106	Haugesund	Rogaland	59.4121	5.2684	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:58
5528	Haugesund	5528 HAUGESUND	Gate-/veg-adresse	1030		1106	Haugesund	Rogaland	59.4102	5.2756	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:47
5529	Haugesund	5529 HAUGESUND	Gate-/veg-adresse	1523		1106	Haugesund	Rogaland	59.4017	5.2848	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:43:25
5530	Førde (ikkje i bruk)	5530 FØRDE (ikkje i bruk)	Historisk			4612	Sveio	Vestland	59.61261	5.47159	6	Usikker plassering	2020-02-19 01:28:57
5531	Haugesund	5531 HAUGESUND	Gate-/veg-adresse	1815		1106	Haugesund	Rogaland	59.4054	5.2916	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:41:14
5532	Haugesund	5532 HAUGESUND	Gate-/veg-adresse	1837		1106	Haugesund	Rogaland	59.4088	5.2998	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:42:10
5533	Haugesund	5533 HAUGESUND	Gate-/veg-adresse	1468		1106	Haugesund	Rogaland	59.4126	5.3211	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:41:24
5534	Haugesund	5534 HAUGESUND	Gate-/veg-adresse	596		1106	Haugesund	Rogaland	59.4034	5.3341	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:37:42
5535	Haugesund	5535 HAUGESUND	Gate-/veg-adresse	2771		1106	Haugesund	Rogaland	59.3999	5.3139	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:24
5536	Haugesund	5536 HAUGESUND	Gate-/veg-adresse			1106	Haugesund	Rogaland	59.3939	5.3263	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:42:40
5537	Haugesund	5537 HAUGESUND	Gate-/veg-adresse	1901		1106	Haugesund	Rogaland	59.392	5.3115	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:44:57
5538	Haugesund	5538 HAUGESUND	Gate-/veg-adresse	1557		1106	Haugesund	Rogaland	59.392	5.2947	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:42:48
5541	Kolnes	5541 KOLNES	Gate-/veg-adresse	1701		1149	Karmøy	Rogaland	59.3915	5.3717	2	Koordinatane er retta av Erik Bolstad	2013-09-20 00:22:02
5542	Karmsund	5542 KARMSUND	Gate-/veg-adresse	2832		1149	Karmøy	Rogaland	59.3778	5.3068	5	Koordinatane er retta av ein yr.no-brukar	2013-09-20 00:22:24
5544	Vormedal	5544 VORMEDAL	Postboksar			1149	Karmøy	Rogaland	59.35495	5.32413	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5545	Vormedal	5545 VORMEDAL	Gate-/veg-adresse	2723		1149	Karmøy	Rogaland	59.3576	5.3166	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:07
5546	Røyksund	5546 RØYKSUND	Gate-/veg-adresse	682		1149	Karmøy	Rogaland	59.3339	5.3605	2	Koordinatane er retta av Erik Bolstad	2013-09-20 00:22:33
5547	Utsira	5547 UTSIRA	Gateadresser og postboksar	215		1151	Utsira	Rogaland	59.29861	4.89195	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5548	Feøy	5548 FEØY	Gateadresser og postboksar	54		1149	Karmøy	Rogaland	59.38028	5.16146	1	Koordinatane gjeld postkontoret	2013-09-17 14:08:07
5549	Røvær	5549 RØVÆR	Gateadresser og postboksar	110		1106	Haugesund	Rogaland	59.43965	5.09124	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5550	Sveio	5550 SVEIO	Gate-/veg-adresse	3342		4612	Sveio	Vestland	59.5419	5.3518	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5551	Auklandshamn	5551 AUKLANDSHAMN	Gate-/veg-adresse	455		4612	Sveio	Vestland	59.6347	5.3804	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5554	Valevåg	5554 VALEVÅG	Gate-/veg-adresse	683		4612	Sveio	Vestland	59.6993	5.4725	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5555	Førde i Hordaland	5555 FØRDE I HORDALAND	Gate-/veg-adresse	623		4612	Sveio	Vestland	59.6126	5.4716	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5556	FØRDE I HORDALAND	5556 FØRDE I HORDALAND	Postboksar			4612	Sveio	Vestland	59.61261	5.47159	6	Usikker plassering	2020-02-19 01:12:11
5559	Sveio	5559 SVEIO	Postboksar	0		4612	Sveio	Vestland	59.54511	5.36405	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
5560	Nedstrand	5560 NEDSTRAND	Gateadresser og postboksar	934		1146	Tysvær	Rogaland	59.3464	5.8501	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:46
5561	Bokn	5561 BOKN	Gate-/veg-adresse	836		1145	Bokn	Rogaland	59.2324	5.4394	2	Koordinatane er retta av Erik Bolstad	2018-10-28 12:40:13
5562	Nedstrand	5562 NEDSTRAND	Postboksar			1146	Tysvær	Rogaland	59.3464	5.8501	6	Usikker plassering	2018-10-11 02:34:00
5563	Førresfjorden	5563 FØRRESFJORDEN	Gate-/veg-adresse	4072		1146	Tysvær	Rogaland	59.4163	5.4045	5	Koordinatane er retta av ein yr.no-brukar	2013-09-20 00:22:49
5565	Tysværvåg	5565 TYSVÆRVÅG	Gate-/veg-adresse	763		1146	Tysvær	Rogaland	59.332	5.4897	2	Koordinatane er retta av Erik Bolstad	2018-10-28 12:40:15
5566	Hervik	5566 HERVIK	Gate-/veg-adresse	273		1146	Tysvær	Rogaland	59.3237	5.5945	2	Koordinatane er retta av Erik Bolstad	2013-09-19 00:20:54
5567	Skjoldastraumen	5567 SKJOLDASTRAUMEN	Gate-/veg-adresse	847		1146	Tysvær	Rogaland	59.4301	5.614	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:46
5568	Vikebygd	5568 VIKEBYGD	Gate-/veg-adresse	557		1160	Vindafjord	Rogaland	59.5948	5.5912	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5569	BOKN	5569 BOKN	Postboksar			1145	Bokn	Rogaland	59.23236	5.43941	6	Usikker plassering	2018-10-03 21:39:50
5570	Aksdal	5570 AKSDAL	Gate-/veg-adresse	3215		1146	Tysvær	Rogaland	59.4215	5.4455	2	Koordinatane er retta av Erik Bolstad	2018-10-28 12:41:18
5574	Skjold	5574 SKJOLD	Gate-/veg-adresse	1446		1160	Vindafjord	Rogaland	59.50265	5.58718	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:46
5575	Aksdal	5575 AKSDAL	Postboksar			1146	Tysvær	Rogaland	59.42200	5.44568	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:47
5576	Øvre Vats	5576 ØVRE VATS	Gateadresser og postboksar	483		1160	Vindafjord	Rogaland	59.5285	5.6741	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:46
5578	Nedre Vats	5578 NEDRE VATS	Gate-/veg-adresse	717		1160	Vindafjord	Rogaland	59.4759	5.7349	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:46
5580	Ølen	5580 ØLEN	Gate-/veg-adresse	1612		1160	Vindafjord	Rogaland	59.6044	5.8080	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:46
5582	Ølensvåg	5582 ØLENSVÅG	Gateadresser og postboksar	851		1160	Vindafjord	Rogaland	59.5967	5.7424	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:46
5583	Vikedal	5583 VIKEDAL	Gate-/veg-adresse	1131		1160	Vindafjord	Rogaland	59.4982	5.9027	2	Koordinatane er retta av Erik Bolstad	2018-10-28 11:20:04
5584	Bjoa	5584 BJOA	Gate-/veg-adresse	505		1160	Vindafjord	Rogaland	59.6650	5.6415	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5585	Sandeid	5585 SANDEID	Gate-/veg-adresse	990		1160	Vindafjord	Rogaland	59.5443	5.8631	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
5586	Vikedal	5586 VIKEDAL	Postboksar	0		1160	Vindafjord	Rogaland	59.49793	5.90403	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5587	Vikebygd (ikkje i bruk)	5587 VIKEBYGD (ikkje i bruk)	Historisk			1160	Vindafjord	Rogaland	59.5948	5.5912	6	Usikker plassering	2018-10-04 02:10:27
5588	Ølen	5588 ØLEN	Postboksar			1160	Vindafjord	Rogaland	59.60598	5.80874	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5589	Sandeid	5589 SANDEID	Postboksar	0		1160	Vindafjord	Rogaland	59.54168	5.86850	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:50
5590	Etne	5590 ETNE	Gate-/veg-adresse	2816		4611	Etne	Vestland	59.6646	5.9339	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:16
5591	Etne	5591 ETNE	Postboksar			4611	Etne	Vestland	59.66606	5.93415	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:06
5593	Skånevik	5593 SKÅNEVIK	Gate-/veg-adresse	942		4611	Etne	Vestland	59.7329	5.9376	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:16
5594	Skånevik	5594 SKÅNEVIK	Postboksar			4611	Etne	Vestland	59.73268	5.93308	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:06
5595	Førresfjorden	5595 FØRRESFJORDEN	Postboksar			1146	Tysvær	Rogaland	59.41663	5.40491	1	Koordinatane gjeld postkontoret	2018-10-03 20:24:05
5596	Markhus	5596 MARKHUS	Gate-/veg-adresse	69		4611	Etne	Vestland	59.8189	6.2287	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:16
5598	Fjæra	5598 FJÆRA	Gate-/veg-adresse	74		4611	Etne	Vestland	59.8747	6.3828	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:16
5600	Norheimsund	5600 NORHEIMSUND	Gate-/veg-adresse	3223		4622	Kvam	Vestland	60.3729	6.1447	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5601	Norheimsund	5601 NORHEIMSUND	Postboksar			4622	Kvam	Vestland	60.3723	6.1459	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:08
5602	Norheimsund	5602 NORHEIMSUND	Postboksar			4622	Kvam	Vestland	60.37241	6.14564	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5604	Øystese	5604 ØYSTESE	Postboksar			4622	Kvam	Vestland	60.38731	6.20049	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5605	Ålvik	5605 ÅLVIK	Postboksar			4622	Kvam	Vestland	60.43089	6.43210	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5610	Øystese	5610 ØYSTESE	Gate-/veg-adresse	2510		4622	Kvam	Vestland	60.3864	6.2012	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:20
5612	Steinstø	5612 STEINSTØ	Gate-/veg-adresse	186		4622	Kvam	Vestland	60.3936	6.2816	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5614	Ålvik	5614 ÅLVIK	Gate-/veg-adresse	650		4622	Kvam	Vestland	60.4327	6.4316	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5620	Tørvikbygd	5620 TØRVIKBYGD	Gate-/veg-adresse	742		4622	Kvam	Vestland	60.3006	6.1691	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5626	Kysnesstrand	5626 KYSNESSTRAND	Gate-/veg-adresse	154		4618	Ullensvang	Vestland	60.2035	6.1132	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:27
5627	Jondal	5627 JONDAL	Gate-/veg-adresse	694		4618	Ullensvang	Vestland	60.2764	6.2521	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:27
5628	Herand	5628 HERAND	Gate-/veg-adresse	235		4618	Ullensvang	Vestland	60.3422	6.3778	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:27
5629	Jondal	5629 JONDAL	Postboksar			4618	Ullensvang	Vestland	60.27678	6.25312	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
5630	Strandebarm	5630 STRANDEBARM	Gate-/veg-adresse	620		4622	Kvam	Vestland	60.26898	6.01066	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:20
5631	Strandebarm	5631 STRANDEBARM	Postboksar			4622	Kvam	Vestland	60.26898	6.01066	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5632	Omastrand	5632 OMASTRAND	Gate-/veg-adresse	503		4622	Kvam	Vestland	60.2173	5.9723	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5633	Omastrand	5632 O3ASTRAND	Postboksar			4622	Kvam	Vestland	60.22078	5.97932	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:08
5635	Hatlestrand	5635 HATLESTRAND	Gate-/veg-adresse	433		4617	Kvinnherad	Vestland	60.06057	5.91504	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:20
5636	Varaldsøy	5636 VARALDSØY	Gate-/veg-adresse	234		4617	Kvinnherad	Vestland	60.0982	5.9861	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:20
5637	Ølve	5637 ØLVE	Gate-/veg-adresse	438		4617	Kvinnherad	Vestland	59.9928	5.7850	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:20
5640	Eikelandsosen	5640 EIKELANDSOSEN	Gate-/veg-adresse	1458		4624	Bjørnafjorden	Vestland	60.2405	5.7466	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5641	Fusa	5641 FUSA	Gate-/veg-adresse	811		4624	Bjørnafjorden	Vestland	60.197	5.6125	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5642	Holmefjord	5642 HOLMEFJORD	Gate-/veg-adresse	487		4624	Bjørnafjorden	Vestland	60.2872	5.6634	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5643	Strandvik	5643 STRANDVIK	Gate-/veg-adresse	455		4624	Bjørnafjorden	Vestland	60.1597	5.6673	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5644	Sævareid	5644 SÆVAREID	Postboksar			4624	Bjørnafjorden	Vestland	60.18972	5.76128	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:05
5645	Sævareid	5645 SÆVAREID	Gate-/veg-adresse	256		4624	Bjørnafjorden	Vestland	60.18972	5.76128	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:15
5646	Nordtveitgrend	5646 NORDTVEITGREND	Gate-/veg-adresse	156		4624	Bjørnafjorden	Vestland	60.1	5.7381	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5647	Baldersheim	5647 BALDERSHEIM	Gate-/veg-adresse	225		4624	Bjørnafjorden	Vestland	60.147	5.7486	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5648	Fusa	5648 FUSA	Postboksar			4624	Bjørnafjorden	Vestland	60.19704	5.61252	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:05
5649	Eikelandsosen	5649 EIKELANDSOSEN	Postboksar	0		4624	Bjørnafjorden	Vestland	60.24083	5.74422	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:05
5650	Tysse	5650 TYSSE	Gate-/veg-adresse	1505		4623	Samnanger	Vestland	60.3748	5.7551	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:24
5651	Tysse	5651 TYSSE	Postboksar			4623	Samnanger	Vestland	60.37480	5.75505	6	Usikker plassering	2020-02-19 01:12:10
5652	Årland	5652 ÅRLAND	Gate-/veg-adresse	887		4623	Samnanger	Vestland	60.4006	5.7116	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:24
5653	Årland	5653 ÅRLAND	Postboksar			4623	Samnanger	Vestland	60.40154	5.73059	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:10
5658	Årland (ikkje i bruk)	5658 ÅRLAND (ikkje i bruk)	Historisk	0		4623	Samnanger	Vestland	60.4006	5.7116	6	Usikker plassering	2020-02-19 01:28:57
5670	Fusa (ikkje i bruk)	5670 FUSA (ikkje i bruk)	Historisk			4624	Bjørnafjorden	Vestland	60.19704	5.61252	6	Usikker plassering	2020-02-19 01:28:57
5673	Strandvik (ikkje i bruk)	5673 STRANDVIK (ikkje i bruk)	Historisk			4624	Bjørnafjorden	Vestland	60.1597	5.6673	6	Usikker plassering	2020-02-19 01:28:57
